1000 0.500000
0
1
0
Filter @ 0x10a8010
- filter -
size:  1000
error: 0.500000
- bloom -
bit_size:   1443
bit/entry:  1.443000
byte_size:  181
hash_num:   1
entries:    1
40010532 10665805 11
50000093 10498783 11
40010574 10151157 9
50000111 10130387 9
40010110 9997409 9
40010438 9984621 10
40010605 9962632 11
40010413 9849696 11
50000066 9839668 9
40010541 9732000 10
40010114 9589984 10
40010479 9540908 10
40010492 9248637 10
40010303 8900124 10
50000142 8865582 11
40010592 8811326 11
40010577 8778028 9
40010474 8777440 10
50000119 8761168 10
40010502 8756706 9
40010457 8692882 10
50000117 8571610 11
40010465 8453840 11
50000103 8234860 9
40010140 8209447 10
40010599 8085882 11
50000126 8017759 11
30030017 8010867 10
20010010 7932846 10
40010099 7877703 10
40010586 7701534 11
40010289 7540045 12
40010467 7496973 12
40010481 7376337 8
40010583 7275535 9
40010451 7258814 10
40010440 6889226 10
40010505 6847733 9
40010607 6636862 9
40010044 6590383 9
40010154 6580117 10
30030016 6344714 10
40010517 6200869 9
40010086 6129148 9
40010265 6084301 9
10010001 6046232 10
40010553 6030597 10
40010580 5904735 9
40010606 5825488 10
40010514 5675591 10
40010057 5671929 9
40010441 5662056 10
30030009 5615660 11
40010109 5587601 11
40010125 5545373 9
40010324 5425027 9
20010035 5422873 9
40010523 5277891 10
40010535 5261928 10
40010533 5141148 9
40010183 5003452 9
40010137 4992943 9
40010288 4942952 10
40010180 4918290 11
40010468 4844903 11
40010165 4792797 9
40010496 4781471 9
30030008 4775461 9
40010487 4723644 10
40010445 4713417 11
40010117 4683661 11
40010461 4628269 9
50000102 4469931 10
40010572 4450083 11
50000077 4440647 11
50000139 4405669 10
50000063 4404717 10
40010238 4338788 10
40010350 4270209 11
50000100 4265106 11
40010628 4186115 9
40010262 4169098 9
40010508 4162414 9
40010032 4144415 10
40010559 4101896 10
40010475 4070286 9
50000123 4051813 9
50000068 3974571 9
40010176 3915993 10
50000114 3912287 11
40010253 3895770 11
40010041 3887482 9
40010242 3804364 9
30030013 3758535 9
40010255 3739656 10
50000133 3697316 11
20010022 3689038 11
40010241 3683926 9
40010543 3665363 10
50000132 3639621 10
40010469 3609840 10
50000113 3585370 10
40010029 3531707 10
40010529 3513145 11
40010061 3494022 11
40010455 3484392 9
40010014 3456046 9
20010020 3443186 9
40010107 3383540 10
40010448 3353976 11
40010542 3310096 11
40010557 3294467 9
40010146 3283364 10
40010038 3230968 10
40010132 3185053 10
40010160 3182018 10
40010584 3163284 10
30040003 3133503 11
40010550 3112085 11
40010600 3094152 9
40010587 3057958 10
40010003 3002901 10
30030014 2954792 9
40010480 2951838 10
10070007 2949647 11
40010588 2940887 11
40010520 2919559 9
40010157 2908175 10
40010562 2881315 11
40010503 2880146 11
40010300 2863372 10
40010578 2839330 10
40010547 2832369 10
40010601 2829768 11
10020009 2816696 12
40010090 2812005 12
10070008 2776693 9
40010292 2736406 9
40010482 2733401 9
50000025 2719435 10
30030004 2719009 10
40010424 2715290 9
10020008 2680475 9
40010493 2678467 9
50000095 2572371 10
10020005 2543541 11
40010568 2526207 11
50000047 2514697 9
40010589 2485317 9
10020006 2478806 9
40010544 2470520 10
40010034 2459530 11
40010096 2446069 11
40010585 2430635 9
50000012 2425063 10
40010442 2420305 10
40010518 2400046 10
50000005 2379651 10
40010005 2370480 10
10060001 2344863 11
40010291 2337145 11
10020003 2256867 9
40010066 2228992 9
50000106 2223391 9
40010058 2105396 10
10030009 2099860 10
40010430 2093841 9
40010093 2083295 10
40010500 2063397 10
40010184 2036932 10
50000110 2006062 10
50000109 1976170 10
50000098 1961227 11
10030008 1959846 11
40010039 1958174 9
40010085 1947935 10
50000125 1933396 10
40010434 1928100 9
40010506 1923009 10
40010558 1920859 11
40010575 1919932 11
10070019 1911743 9
10020004 1910613 10
10020007 1879346 11
50000135 1853118 11
40010458 1829304 10
40010507 1827025 10
40010100 1808885 10
50000131 1756317 11
40010268 1741200 12
40010462 1732958 12
10030006 1726609 9
40010088 1711194 9
40010484 1710068 9
40010619 1676225 10
40010581 1670847 10
40040007 1646959 9
40010089 1637042 10
40010103 1620041 10
40010148 1613404 10
40010428 1579560 10
50000096 1573347 10
40010579 1520251 11
40010539 1508889 11
20010015 1492999 9
40010182 1484320 10
20010033 1469244 10
10030005 1451627 9
40010012 1450527 10
90000057 1424853 11
40010228 1403267 11
40010078 1388974 9
10030007 1380811 10
40010394 1375944 11
40010608 1373189 11
40010028 1361440 10
10030003 1345303 10
40010059 1344517 10
50000044 1343689 11
40010098 1332032 12
50000021 1299522 12
50000034 1260340 9
50000094 1250964 10
40010515 1244384 10
50000027 1230819 9
40010536 1200325 10
40010470 1199986 11
40010179 1177340 11
40010401 1176245 9
40010582 1170062 10
40010077 1166221 11
40010004 1145627 11
40010080 1138488 10
40010269 1132689 10
40010620 1128390 10
40010346 1124032 11
10070011 1106810 11
40010348 1097774 9
10030014 1091914 10
40010593 1081734 11
40010010 1073179 11
40010498 1072122 10
40010449 1054597 10
50000141 1052018 10
30040001 1045605 11
10050003 1040947 11
40010301 1034133 10
40010459 1033122 10
10070006 1025419 10
10070020 1016871 11
40010095 1013664 11
40010554 1012807 10
30030002 1007321 10
50000006 1006992 10
10030004 989588 11
40010115 972835 12
50000030 970828 12
10070018 965095 8
10040001 947355 9
90000006 936499 10
40010158 936410 10
40010551 929480 9
40010456 922996 9
10030013 921025 9
10030012 911562 10
40010273 909282 10
50000092 903872 9
50000033 898218 9
50000108 895583 9
10070009 892521 10
40010488 886752 10
40010563 884427 9
40010024 872522 10
40010476 870460 10
40010207 870150 9
40010429 861475 10
50000003 858136 11
40010638 858002 11
40010497 850438 9
40010020 849761 9
10070010 835695 9
50000020 831169 10
40010206 829440 10
40010351 807185 9
40010042 805138 9
50000008 795482 9
50000026 788355 10
40010134 788051 11
40010447 783994 11
40010045 782562 9
40010524 775488 9
40010452 772799 9
40010116 767416 10
50000053 753307 11
10030015 752197 11
40010094 746958 9
40010501 746075 10
40010208 737940 11
10030017 720629 11
40010091 720601 10
40010378 719091 10
40010056 718874 10
40010067 717866 11
40010485 717006 11
10030018 716836 9
10070004 713169 9
40010284 705858 9
40040006 705000 10
50000037 704506 10
40010087 702422 9
10040002 700028 9
50000017 697754 9
50000019 689735 10
40010609 688939 11
40010151 686321 11
40010290 675434 9
40010644 664297 9
40040008 662402 9
40010064 662255 10
40010443 655785 11
50000009 641751 11
40010017 640319 9
40040002 634344 10
50000002 633900 10
40010425 628343 10
10020002 627783 10
40010171 626975 10
40010509 625554 11
40010055 625552 11
40010302 611361 9
40010193 603730 9
10070005 599887 9
40010602 587297 10
40010257 584490 11
40010521 579463 11
40010548 578668 9
40010560 572538 10
40010576 570963 10
40010263 566444 10
40010135 558817 10
50000104 556977 10
40010037 553913 11
40010537 549317 11
40010621 544545 9
40010082 538270 10
40010054 538257 10
40010486 535650 9
50000128 535284 10
40010564 534578 11
40010267 532477 11
40040003 532361 9
40010106 522328 10
40010626 518967 11
50000107 518658 11
40010166 512597 10
10050002 503310 10
40010043 502633 10
10030016 498535 11
40010030 492720 12
40010590 491512 12
40010594 482986 9
40010083 473908 9
40010530 472818 9
40010636 471926 10
40010522 470748 10
40040004 468254 9
30020003 467762 9
10030002 466475 9
40040009 463484 10
40010008 457643 11
30040007 457174 11
40010119 451247 9
50000089 449983 9
20010009 443451 9
40010573 442677 10
50000032 437549 11
40010471 436098 11
40010276 435780 9
40010358 433267 10
40010453 433076 10
10070017 430962 10
40010395 425640 10
50000115 424696 10
40010168 416264 11
40010333 413390 11
50000087 413297 9
40010540 412581 9
90000002 405444 9
40010019 397931 10
40010123 395447 10
50000022 395425 9
40010046 390181 10
50000007 386264 10
40010328 385655 10
40010022 384383 10
50000097 384265 10
40010555 383768 11
50000112 379528 11
40010233 373847 9
50000071 369088 10
40010073 368924 10
40010072 368924 9
40010071 368924 10
10070023 356950 11
40010641 356737 11
40010040 353687 9
30040006 346872 10
40010272 342759 11
50000076 340652 11
40010396 334101 10
40010415 333645 10
10070021 333587 10
40010074 331129 11
10070012 326215 12
40010172 322166 12
40010610 320761 9
40010210 314953 9
40040005 312381 9
40010229 311142 10
50000124 306843 10
40010419 301877 9
40010251 301490 10
40040010 299600 10
10070022 299167 10
40010569 287759 10
40010494 286102 10
40010489 283584 11
40010603 280156 11
40010408 278647 9
10070016 276126 10
30020010 275588 10
40010060 274622 9
40010405 271160 10
50000127 270064 11
30020018 268901 11
40010205 266487 9
30040004 264682 10
50000039 263922 11
40010552 262581 11
40010359 260423 10
40010097 260211 10
40010239 260203 10
50000018 255771 11
40010191 254210 12
40010320 251151 12
90000003 248889 9
40040012 246899 10
40010025 242854 10
40010015 240731 9
40010545 239884 10
40010426 237044 11
40010070 232511 11
40010018 231127 9
50000116 227123 10
40040011 225251 11
40010023 225116 11
40010431 222452 10
40010400 216739 10
40010637 213882 10
20010016 212746 11
40010399 209732 11
10040003 209237 9
40010347 205610 10
40010307 203468 11
50000016 200802 11
40010033 199584 10
40010411 199300 10
40010525 197244 10
40010362 195049 11
40010026 194908 11
40010349 194805 10
10070003 194063 10
40010611 193776 10
20010023 193613 11
40010266 193034 11
40010450 192458 10
30020014 189534 10
40010549 187074 10
10020001 185726 11
40010561 184544 12
50000091 181753 12
40010121 181093 9
50000041 180568 9
40010403 180313 9
40010294 179561 10
40010092 177544 10
40010510 173865 9
40010011 173323 9
40010250 171865 9
40010235 170560 10
40010178 169130 11
40010254 163638 11
40010444 161763 9
10030011 161308 9
40010295 159593 9
50000029 159245 10
40010337 154967 11
40010261 154496 11
50000038 154032 9
40010007 151360 10
40010414 146965 10
40010631 146201 10
30020015 143584 10
40010138 143058 10
40010270 142845 11
40010319 141578 11
50000015 138321 9
40010209 136082 9
30020019 134853 9
40010177 134142 10
40010167 133255 10
40010232 133157 9
40010225 132257 10
50000013 128787 10
40010418 127666 10
50000059 125229 10
10070024 124707 10
40010299 123918 11
10030001 123302 11
10070002 123004 9
90000004 121804 10
40010245 121272 10
50000031 119588 9
40010246 117064 10
40010016 114256 11
40010226 114207 11
40010174 113611 9
40010006 113153 10
50000120 110664 11
40010013 110628 11
40010326 109135 10
40010111 106377 10
40010331 106258 10
40010629 104108 11
40010432 103885 12
40010188 103652 12
40010275 102626 9
40010417 102110 9
40010185 97212 9
40010416 93971 10
50000014 92359 10
40010199 92203 9
40010495 92051 10
40010298 92003 10
40010591 91606 10
40010279 91517 10
40010230 89552 10
40010477 87116 11
40010212 84787 11
40010649 83791 9
50000001 83201 10
30020011 83015 10
40010216 82784 9
40010214 75320 10
40010143 72725 11
40010069 71855 11
40010615 71494 9
40010546 68886 10
40010516 68485 11
40010435 67912 11
40010186 67535 10
50000101 67483 10
10030010 62424 10
10070014 62198 11
40010192 61758 11
10070015 58798 9
40010397 58605 10
40010519 56081 10
40010213 54397 9
40010283 54165 10
40010404 53175 11
40010187 52369 11
40010297 51113 9
40010632 50703 10
40010068 48582 11
40010616 48484 11
50000042 48328 10
40010217 48018 10
40010625 46996 10
50000130 46794 11
50000070 45619 11
40010634 45020 9
50000036 44382 10
40010406 44219 11
40010322 41336 11
40010223 41070 10
40010150 40597 10
40010635 38552 10
40010341 37605 11
40010102 36801 11
50000004 35485 10
40010308 35023 10
40010612 34865 10
40010334 34450 11
40010648 33704 11
50000060 32715 10
40010330 32271 10
50000028 31649 10
40010627 31255 11
40010327 31225 12
50000024 30303 12
40010249 29874 9
50000011 29433 9
40010200 28343 9
40010274 27658 10
10040004 27221 10
30020004 26995 9
40010335 26981 10
30020008 26813 10
40010224 26791 10
30020012 26738 10
40010075 25906 10
40010329 25652 11
40010264 24225 11
40010647 24107 9
40010630 23217 10
40010646 22480 10
50000023 22180 9
40010296 21773 10
40010360 20924 11
40010035 20883 11
40010202 20752 9
40010345 20376 10
40010363 20291 11
40010282 19294 11
90000005 18409 10
40010645 18302 10
40010244 18198 10
40010386 17924 11
40010321 17760 11
40010189 16924 9
50000072 16851 10
40010340 15877 10
40010219 15821 9
40010385 14720 10
40010306 14614 11
50000040 14186 11
40010190 13973 9
40010534 13391 10
30020013 13357 11
50000010 12973 11
40010309 12961 10
40010409 12569 10
40010310 12423 10
50000140 12333 11
10060002 11709 11
40010313 11676 9
40010194 10973 10
40010243 10881 11
40010410 10610 11
40010173 10597 10
40010315 10480 10
40010220 10104 10
40010175 9938 11
50000035 8977 11
40010197 8785 10
40010084 8344 10
40010063 8129 10
40010613 7933 11
40010076 7857 11
40010366 7497 10
40010633 7466 10
40010231 6796 10
40010285 6615 11
40010407 6084 12
40010081 6029 12
40010281 5899 9
40010370 5754 10
30020017 5146 10
40010204 5143 9
40010278 5011 10
40010305 4820 11
40010623 4761 11
40010196 4744 9
40010147 4499 10
40010398 4317 11
40010277 4261 11
40010332 4091 10
40010221 4007 10
30020006 3830 10
40010248 3774 11
40010169 3521 11
40010215 3513 9
40010218 3233 10
40010483 3094 10
40010614 2688 10
50000136 2603 10
40010036 2458 10
40010570 2173 11
40010392 2161 11
40010617 2031 10
40010504 2014 10
40010104 2007 10
40010323 1794 11
40010203 1699 11
40010201 1644 10
40010227 1624 10
40010252 1435 10
40010280 1408 11
40010145 1353 12
40010618 1266 12
40010316 1196 9
30040005 1196 10
30020009 967 10
40010642 889 10
40010304 871 10
50000075 756 10
40010149 702 11
40010195 651 11
40010371 598 10
40010240 572 10
40010368 554 10
50000043 430 11
40010388 374 11
40010198 354 10
40010383 262 10
40010260 180 10
40010344 171 11
40010259 121 12
10070001 98 12
40010531 85 10
40010381 75 10
10070013 53 10
40010222 40 11
50000074 38 11
40010643 31 10
40010650 29 10
40010286 29 10
40010311 18 11
40010374 17 12
40010364 13 12
40010247 13 10
40010373 10 10
40010312 9 10
40010384 5 11
40010325 4 11
40010393 3 10
40010361 3 11
50000061 2 11
40010387 2 11
40010336 2 11
40010375 1 11
40010367 1 12
40010343 1 12
20010031 1048135778 8
40010420 951700908 9
20010006 891072920 10
20010036 584809255 10
20010017 508515914 9
40010624 407428647 9
20010024 340269138 9
20010001 338810315 10
40010108 338702986 10
40010357 295475976 9
40010287 263103874 9
40010377 247607159 9
20010038 195408440 10
20010027 167651399 10
40010162 147082518 9
40010079 137727923 9
20010026 134761597 9
40010062 130261583 10
40010526 112251997 11
40010595 107284911 11
20010013 94492362 8
20010028 91824133 9
20010021 88804249 10
40010597 84707788 10
20010018 80968054 9
20010011 79254991 9
40010293 70612606 9
40010511 70305169 10
40010436 66818274 11
20010032 66632530 11
20010014 64518011 9
40010353 63951728 9
40010565 63245970 9
20010008 62322856 10
30030010 62047640 11
40010152 60704799 11
40010463 59103240 9
40010598 56291634 10
30030005 55747898 10
40010596 55672941 9
20010025 55455000 10
40010412 54897380 11
40010460 54048870 11
50000079 52998258 8
50000058 50837348 9
40010528 49587863 10
40010105 48214175 10
50000086 45080588 9
20010019 44597999 9
40010136 43948248 9
40010527 43911696 10
50000081 41477547 11
40010604 41117746 11
40010369 38586246 9
40010446 38415097 9
40010021 37849166 9
40010478 37044787 10
40010181 37043935 11
40010622 36905953 11
40010423 36621250 9
40010126 36609093 10
30030015 36523343 10
40010355 35357438 9
50000064 35243722 10
50000000 34483491 11
40010139 34260158 11
40010538 34189158 9
40010352 33986764 9
40010472 33606238 9
20010029 32091641 10
10010002 32060072 10
40010402 31110003 9
40010164 30447591 10
50000078 29856900 10
40010161 29381004 9
40010571 28802684 10
50000080 28196918 11
40010556 28050788 11
30030006 27953563 9
40010131 27122752 10
20010034 27080772 10
20010012 26537543 9
50000082 26247069 10
50000065 26101847 11
20010040 24774227 11
20010007 24531721 9
40010155 24433077 10
20010005 23736609 10
40010256 23594049 10
40010133 23124212 10
40010127 23118465 10
40010271 23110554 11
30030011 22913960 11
50000085 22808851 8
40010153 22304606 9
50000134 21943596 10
40010124 20781804 10
40010421 20661871 9
40010101 20559866 9
40010566 20546652 9
40010567 20282882 10
20010039 20085745 11
40010490 19029126 11
40010118 18871715 9
40010130 18736244 9
40010422 18579611 9
50000118 18552823 10
40010163 17875704 11
40010159 17583258 11
20010002 17344997 9
50000138 17334344 10
40010437 17306828 10
40010142 17027323 9
40010512 16917053 10
50000084 16876790 11
50000090 16502094 11
40010120 16103982 9
30030001 15948118 9
40010513 15913773 9
40010464 15568120 10
40010141 15536090 10
40010466 15500377 9
40010234 15393832 10
50000083 15126047 10
50000088 15054895 9
40010144 14522708 10
30020007 14418600 11
40010122 14290404 11
40010065 14272447 9
40010439 14146042 9
20010037 13951982 9
50000122 13915255 10
40010379 13804843 11
40010128 13545502 11
50000067 13344577 9
40010237 13302749 10
40010129 13301973 10
40010156 13224816 10
40010258 13195532 10
40010112 12974702 10
50000099 12885908 11
40010113 12542579 11
50000105 12527980 9
40010009 12030292 9
50000137 11996578 9
30040002 11894771 10
50000121 11688686 10
40010491 11616309 9
